c_mot;c_lemme;c_morpho
factorielle;factoriel;nom
factorielles;factoriel;nom
factorisation;factorisation;nom
factoriser;factoriser;ver
factotum;factotum;nom
factotums;factotum;nom
factrice;facteur;nom
factuel;factuel;adj
factuelles;factuel;adj
factuels;factuel;adj
factum;factum;nom
factums;factum;nom
facturation;facturation;nom
facture;facture;nom
facturé;facturer;ver
facturée;facturer;ver
facturées;facturer;ver
facturent;facturer;ver
facturer;facturer;ver
facturera;facturer;ver
facturerait;facturer;ver
factures;facture;nom
facturés;facturer;ver
facturette;facturette;nom
facturez;facturer;ver
facturier;facturier;nom
facturière;facturier;nom
facturons;facturer;ver
facultatif;facultatif;adj
facultatifs;facultatif;adj
facultative;facultatif;adj
faculté;faculté;nom
facultés;faculté;nom
fada;fada;adj
fadaise;fadaise;nom
fadaises;fadaise;nom
fadas;fada;nom
fadasse;fadasse;adj
fadasses;fadasse;adj
fade;fade;adj
fadé;fader;ver
fadée;fadé;adj
fadement;fadement;adv
fadent;fader;ver
fader;fader;ver
faderas;fader;ver
fades;fade;adj
fadés;fader;ver
fadette;fadette;nom
fadeur;fadeur;nom
fadeurs;fadeur;nom
fading;fading;nom
fado;fado;nom
faena;faena;nom
faf;faf;nom
fafiot;fafiot;nom
fafiots;fafiot;nom
fafs;faf;nom
fagne;fagne;nom
fagnes;fagne;nom
fagot;fagot;nom
fagotage;fagotage;nom
fagotait;fagoter;ver
fagotant;fagoter;ver
fagote;fagoter;ver
fagoté;fagoté;adj
fagotée;fagoté;adj
fagotées;fagoté;adj
fagoter;fagoter;ver
fagotés;fagoté;adj
fagotiers;fagotier;nom
fagotin;fagotin;nom
fagotins;fagotin;nom
fagots;fagot;nom
fahrenheit;fahrenheit;adj
faiblard;faiblard;adj
faiblarde;faiblard;adj
faiblards;faiblard;adj
faible;faible;adj
faiblement;faiblement;adv
faibles;faible;adj
faiblesse;faiblesse;nom
faiblesses;faiblesse;nom
faibli;faiblir;ver
faiblir;faiblir;ver
faiblira;faiblir;ver
faiblirent;faiblir;ver
faiblis;faiblir;ver
faiblissaient;faiblir;ver
faiblissais;faiblir;ver
faiblissait;faiblir;ver
faiblissant;faiblir;ver
faiblissante;faiblissant;adj
faiblissantes;faiblissant;adj
faiblisse;faiblir;ver
faiblissent;faiblir;ver
faiblissez;faiblir;ver
faiblissions;faiblir;ver
faiblit;faiblir;ver
faiblît;faiblir;ver
faïence;faïence;nom
faïencerie;faïencerie;nom
faïences;faïence;nom
faïencier;faïencier;nom
faïenciers;faïencier;nom
faignant;faignant;nom
faignante;faignanter;ver
faignants;faignant;nom
faillait;failler;ver
faille;faille;nom
failles;faille;nom
failli;faillir;ver
faillibilité;faillibilité;nom
faillibilités;faillibilité;nom
faillible;faillible;adj
faillibles;faillible;adj
faillie;faillie;adj
faillies;faillie;adj
faillîmes;faillir;ver
faillir;faillir;ver
faillirai;faillir;ver
faillirent;faillir;ver
faillis;faillir;ver
faillit;faillir;ver
faillite;faillite;nom
faillites;faillite;nom
faim;faim;nom
faims;faim;nom
faine;faine;nom
fainéant;fainéant;nom
fainéantais;fainéanter;ver
fainéantant;fainéanter;ver
fainéante;fainéant;nom
fainéanter;fainéanter;ver
fainéantes;fainéant;adj
fainéantise;fainéantise;nom
fainéants;fainéant;nom
faînes;faîne;nom
fair_play;fair_play;nom
faire;faire;ver_sup
faire_part;faire_part;nom
faire_valoir;faire_valoir;nom
fais;faire;ver_sup
faisabilité;faisabilité;nom
faisable;faisable;adj
faisaient;faire;ver_sup
faisais;faire;ver_sup
faisait;faire;ver_sup
faisan;faisan;nom
faisandé;faisandé;adj
faisandée;faisandé;adj
faisandées;faisandé;adj
faisander;faisander;ver
faisanderie;faisanderie;nom
faisandés;faisandé;adj
faisane;faisan;nom
faisans;faisan;nom
faisant;faire;ver_sup
faisceau;faisceau;nom
faisceaux;faisceau;nom
faiseur;faiseur;nom
faiseurs;faiseur;nom
faiseuse;faiseur;nom
faiseuses;faiseur;nom
faisiez;faire;ver_sup
faisions;faire;ver_sup
faisons;faire;ver_sup
fait;faire;ver_sup
fait_divers;fait_divers;nom
fait_tout;fait_tout;nom
faîtage;faîtage;nom
faîtages;faîtage;nom
faite;faire;ver_sup
faîte;faîte;nom
faites;faire;ver_sup
faîtes_la_moi;faîtes_la_moi;nom
faîtière;faîtier;adj
faîtières;faîtier;adj
faitout;faitout;nom
faitouts;faitout;nom
faits;fait;nom
faits_divers;faits_divers;nom
faix;faix;nom
fakir;fakir;nom
fakirs;fakir;nom
falaise;falaise;nom
falaises;falaise;nom
falbala;falbala;nom
falbalas;falbala;nom
falciforme;falciforme;adj
falerne;falerne;nom
fallacieuse;fallacieux;adj
fallacieusement;fallacieusement;adv
fallacieuses;fallacieux;adj
fallacieux;fallacieux;adj
fallait;falloir;ver_sup
falloir;falloir;ver_sup
fallu;falloir;ver_sup
fallut;falloir;ver_sup
fallût;falloir;ver_sup
falot;falot;nom
falote;falot;adj
falotes;falot;adj
falots;falot;adj
falsifiaient;falsifier;ver
falsifiais;falsifier;ver
falsifiait;falsifier;ver
falsifiant;falsifier;ver
falsification;falsification;nom
falsifié;falsifier;ver
falsifiée;falsifier;ver
falsifiées;falsifier;ver
falsifient;falsifier;ver
falsifier;falsifier;ver
falsifiés;falsifier;ver
falsifiez;falsifier;ver
faluche;faluche;nom
falzar;falzar;nom
falzars;falzar;nom
famé;famé;adj
famée;famé;adj
famées;famé;adj
famélique;famélique;adj
faméliques;famélique;adj
famés;famé;adj
fameuse;fameux;adj
fameusement;fameusement;adv
fameuses;fameux;adj
fameux;fameux;adj
familial;familial;adj
familiale;familial;adj
familiales;familial;adj
familialiste;familialiste;nom
familiarisa;familiariser;ver
familiarisaient;familiariser;ver
familiarisais;familiariser;ver
familiarisait;familiariser;ver
familiarisant;familiariser;ver
familiarise;familiariser;ver
familiarisé;familiariser;ver
familiarisée;familiariser;ver
familiarisent;familiariser;ver
familiariser;familiariser;ver
familiariserez;familiariser;ver
familiarisés;familiariser;ver
familiarisez;familiariser;ver
familiarité;familiarité;nom
familiarités;familiarité;nom
familiaux;familial;adj
familier;familier;adj
familière;familier;adj
familièrement;familièrement;adv
familières;familier;adj
familiers;familier;adj
familistère;familistère;nom
famille;famille;nom
familles;famille;nom
famine;famine;nom
famines;famine;nom
famulus;famulus;nom
fan;fan;nom
fan_club;fan_club;nom
fana;fana;nom
fanaient;faner;ver
fanait;faner;ver
fanal;fanal;nom
fanant;faner;ver
fanas;fana;nom
fanatique;fanatique;nom
fanatiquement;fanatiquement;adv
fanatiques;fanatique;nom
fanatisait;fanatiser;ver
fanatise;fanatiser;ver
fanatisé;fanatiser;ver
fanatiser;fanatiser;ver
fanatisés;fanatiser;ver
fanatisme;fanatisme;nom
fanatismes;fanatisme;nom
fanaux;fanal;nom
fanchon;fanchon;nom
fandango;fandango;nom
fane;faner;ver
fané;fané;adj
fanée;fané;adj
fanées;faner;ver
fanent;faner;ver
faner;faner;ver
fanera;faner;ver
faneraient;faner;ver
fanerait;faner;ver
faneras;faner;ver
fanerions;faner;ver
faneront;faner;ver
fanes;faner;ver
fanés;fané;adj
faneuse;faneur;nom
faneuses;faneur;nom
fanez;faner;ver
fanfan;fanfan;nom
fanfare;fanfare;nom
fanfares;fanfare;nom
fanfaron;fanfaron;nom
fanfaronna;fanfaronner;ver
fanfaronnade;fanfaronnade;nom
fanfaronnades;fanfaronnade;nom
fanfaronnaient;fanfaronner;ver
fanfaronnait;fanfaronner;ver
fanfaronnant;fanfaronner;ver
fanfaronne;fanfaronner;ver
fanfaronné;fanfaronner;ver
fanfaronner;fanfaronner;ver
fanfaronnes;fanfaronner;ver
fanfarons;fanfaron;nom
fanfreluche;fanfreluche;nom
fanfreluches;fanfreluche;nom
fang;fang;adj
fange;fange;nom
fanges;fange;nom
fangeuse;fangeux;adj
fangeuses;fangeux;adj
fangeux;fangeux;adj
fanion;fanion;nom
fanions;fanion;nom
fanny;fanny;adj
fanon;fanon;nom
fanons;fanon;nom
fans;fan;nom
fantaisie;fantaisie;nom
fantaisies;fantaisie;nom
fantaisiste;fantaisiste;adj
fantaisistes;fantaisiste;adj
fantasia;fantasia;nom
fantasmagorie;fantasmagorie;nom
fantasmagories;fantasmagorie;nom
fantasmagorique;fantasmagorique;adj
fantasmaient;fantasmer;ver
fantasmais;fantasmer;ver
fantasmait;fantasmer;ver
fantasmatique;fantasmatique;adj
fantasmatiquement;fantasmatiquement;adv
fantasme;fantasme;nom
fantasmé;fantasmer;ver
fantasment;fantasmer;ver
fantasmer;fantasmer;ver
fantasmes;fantasme;nom
fantasmés;fantasmer;ver
fantasmez;fantasmer;ver
fantasque;fantasque;adj
fantasquement;fantasquement;adv
fantasques;fantasque;adj
fantassin;fantassin;nom
fantassins;fantassin;nom
fantastique;fantastique;adj
fantastiquement;fantastiquement;adv
fantastiques;fantastique;adj
fanti;fanti;nom
fantoche;fantoche;nom
fantoches;fantoche;nom
fantomale;fantomal;adj
fantomales;fantomal;adj
fantomatique;fantomatique;adj
fantomatiquement;fantomatiquement;adv
fantomatiques;fantomatique;adj
fantôme;fantôme;nom
fantômes;fantôme;nom
fanzine;fanzine;nom
fanzines;fanzine;nom
faon;faon;nom
faons;faon;nom
faquin;faquin;nom
faquins;faquin;nom
far;far;nom
far_west;far_west;nom
farad;farad;nom
farads;farad;nom
faramineuse;faramineux;adj
faramineuses;faramineux;adj
faramineux;faramineux;adj
farandolaient;farandoler;ver
farandole;farandole;nom
farandoles;farandole;nom
faraud;faraud;adj
faraude;faraud;nom
farauder;farauder;ver
faraudes;faraud;nom
farauds;faraud;adj
farce;farce;nom
farces;farce;nom
farceur;farceur;nom
farceurs;farceur;nom
farceuse;farceur;nom
farceuses;farceur;nom
farci;farcir;ver
farcie;farcir;ver
farcies;farci;adj
farcir;farcir;ver
farcirai;farcir;ver
farcirait;farcir;ver
farcis;farcir;ver
farcissaient;farcir;ver
farcissais;farcir;ver
farcissait;farcir;ver
farcissant;farcir;ver
farcisse;farcir;ver
farcissez;farcir;ver
farcit;farcir;ver
fard;fard;nom
fardaient;farder;ver
fardait;farder;ver
fardant;farder;ver
farde;farder;ver
fardé;farder;ver
fardeau;fardeau;nom
fardeaux;fardeau;nom
fardée;farder;ver
fardées;farder;ver
fardent;farder;ver
farder;farder;ver
fardés;farder;ver
fardier;fardier;nom
fardiers;fardier;nom
fards;fard;nom
fare;fare;nom
farfadet;farfadet;nom
farfadets;farfadet;nom
farfelu;farfelu;adj
farfelue;farfelu;adj
farfelues;farfelu;adj
farfelus;farfelu;adj
farfouilla;farfouiller;ver
farfouillais;farfouiller;ver
farfouillait;farfouiller;ver
farfouillant;farfouiller;ver
farfouille;farfouiller;ver
farfouillé;farfouiller;ver
farfouillent;farfouiller;ver
farfouiller;farfouiller;ver
farfouillerait;farfouiller;ver
farfouilles;farfouiller;ver
farfouilleurs;farfouilleur;adj
farfouillez;farfouiller;ver
faribole;faribole;nom
fariboler;fariboler;ver
fariboles;faribole;nom
farigoule;farigoule;nom
farine;farine;nom
farinée;fariner;ver
farines;farine;nom
farinés;fariner;ver
farineuse;farineux;adj
farineuses;farineux;adj
farineux;farineux;adj
farniente;farniente;nom
faro;faro;nom
farouche;farouche;adj
farouchement;farouchement;adv
farouches;farouche;adj
farsi;farsi;nom
fart;fart;nom
farter;farter;ver
fascia;fascia;nom
fascicule;fascicule;nom
fascicules;fascicule;nom
fascina;fasciner;ver
fascinaient;fasciner;ver
fascinais;fasciner;ver
fascinait;fasciner;ver
fascinant;fascinant;adj
fascinante;fascinant;adj
fascinantes;fascinant;adj
fascinants;fascinant;adj
fascination;fascination;nom
fascinations;fascination;nom
fascine;fasciner;ver
fasciné;fasciner;ver
fascinée;fasciner;ver
fascinées;fasciner;ver
fascinent;fasciner;ver
fasciner;fasciner;ver
fascinerait;fasciner;ver
fascinèrent;fasciner;ver
fascines;fasciner;ver
fascinés;fasciner;ver
fascinez;fasciner;ver
fascisée;fasciser;ver
fascisme;fascisme;nom
fasciste;fasciste;adj
fascistes;fasciste;adj
faseyaient;faseyer;ver
faseyait;faseyer;ver
fashion;fashion;nom
fashionable;fashionable;adj
fasse;faire;ver_sup
fassent;faire;ver_sup
fasses;faire;ver_sup
fassiez;faire;ver_sup
fassions;faire;ver_sup
fast_food;fast_food;nom
fast_food;fast_food;nom
fast_food;fast_food;nom
faste;faste;adj
fastes;faste;adj
fastidieuse;fastidieux;adj
fastidieusement;fastidieusement;adv
fastidieuses;fastidieux;adj
fastidieux;fastidieux;adj
fastoche;fastoche;adj
fastueuse;fastueux;adj
fastueusement;fastueusement;adv
fastueuses;fastueux;adj
fastueux;fastueux;adj
fat;fat;nom
fatal;fatal;adj
fatale;fatal;adj
fatalement;fatalement;adv
fatales;fatal;adj
fatalise;fataliser;ver
fatalisé;fataliser;ver
fataliser;fataliser;ver
fatalisme;fatalisme;nom
fataliste;fataliste;adj
fatalistes;fataliste;adj
fatalité;fatalité;nom
fatalités;fatalité;nom
fatals;fatal;adj
fate;fat;adj
fathma;fathma;nom
fathom;fathom;nom
fatidique;fatidique;adj
fatidiques;fatidique;adj
fatigant;fatigant;adj
fatigante;fatigant;adj
fatigantes;fatigant;adj
fatigants;fatigant;adj
fatigua;fatiguer;ver
fatiguai;fatiguer;ver
fatiguaient;fatiguer;ver
fatiguais;fatiguer;ver
fatiguait;fatiguer;ver
fatiguant;fatiguer;ver
fatiguât;fatiguer;ver
fatigue;fatigue;nom
fatigué;fatiguer;ver
fatiguée;fatiguer;ver
fatiguées;fatiguer;ver
fatiguent;fatiguer;ver
fatiguer;fatiguer;ver
fatiguera;fatiguer;ver
fatiguerai;fatiguer;ver
fatigueraient;fatiguer;ver
fatiguerais;fatiguer;ver
fatiguerait;fatiguer;ver
fatigueras;fatiguer;ver
fatiguèrent;fatiguer;ver
fatigues;fatiguer;ver
fatigués;fatiguer;ver
fatiguez;fatiguer;ver
fatiguons;fatiguer;ver
fatma;fatma;nom
fatmas;fatma;nom
fatras;fatras;nom
fats;fat;adj
fatuité;fatuité;nom
fatum;fatum;nom
fau;fau;nom
faubert;faubert;nom
faubourg;faubourg;nom
faubourgs;faubourg;nom
faubourien;faubourien;adj
faubourienne;faubourien;adj
faubouriennes;faubourien;adj
faubouriens;faubourien;adj
faucardé;faucarder;ver
faucardée;faucarder;ver
faucardées;faucarder;ver
faucardés;faucarder;ver
faucha;faucher;ver
fauchage;fauchage;nom
fauchaient;faucher;ver
fauchais;faucher;ver
fauchaison;fauchaison;nom
fauchait;faucher;ver
fauchant;faucher;ver
fauchard;fauchard;nom
fauche;faucher;ver
fauché;faucher;ver
fauchée;faucher;ver
fauchées;faucher;ver
fauchent;faucher;ver
faucher;faucher;ver
fauchera;faucher;ver
faucherait;faucher;ver
faucheras;faucher;ver
faucheront;faucher;ver
fauches;faucher;ver
fauchés;faucher;ver
faucheur;faucheur;nom
faucheurs;faucheur;nom
faucheuse;faucheur;nom
faucheuses;faucheur;nom
faucheux;faucheux;nom
fauchez;faucher;ver
fauchon;fauchon;nom
faucille;faucille;nom
faucilles;faucille;nom
faucillon;faucillon;nom
faucon;faucon;nom
fauconneau;fauconneau;nom
fauconnerie;fauconnerie;nom
fauconnier;fauconnier;nom
fauconniers;fauconnier;nom
faucons;faucon;nom
faudra;falloir;ver_sup
faudrait;falloir;ver_sup
faufil;faufil;nom
faufila;faufiler;ver
faufilai;faufiler;ver
faufilaient;faufiler;ver
faufilais;faufiler;ver
faufilait;faufiler;ver
faufilâmes;faufiler;ver
faufilant;faufiler;ver
faufilât;faufiler;ver
faufile;faufiler;ver
faufilé;faufiler;ver
faufilée;faufiler;ver
faufilées;faufiler;ver
faufilent;faufiler;ver
faufiler;faufiler;ver
faufilera;faufiler;ver
faufilerai;faufiler;ver
faufilerait;faufiler;ver
faufileras;faufiler;ver
faufilèrent;faufiler;ver
faufileront;faufiler;ver
faufilés;faufiler;ver
faufilez;faufiler;ver
faufilons;faufiler;ver
faune;faune;nom
faunes;faune;nom
faunesque;faunesque;adj
faunesques;faunesque;adj
faunesse;faunesse;nom
faussa;fausser;ver
faussaient;fausser;ver
faussaire;faussaire;nom
faussaires;faussaire;nom
faussait;fausser;ver
faussant;fausser;ver
faussât;fausser;ver
fausse;FAUX;adj
faussé;fausser;ver
fausse_couche;fausse_couche;nom
faussée;fausser;ver
faussées;fausser;ver
faussement;faussement;adv
faussent;fausser;ver
fausser;fausser;ver
fausseront;fausser;ver
fausses;FAUX;adj
faussés;fausser;ver
fausset;fausset;nom
fausseté;fausseté;nom
faussets;fausset;nom
faussez;fausser;ver
faussions;fausser;ver
faustien;faustien;adj
faustienne;faustien;adj
faut;falloir;ver_sup
faute;faute;nom
fauté;fauter;ver
fauter;fauter;ver
fautes;faute;nom
fauteuil;fauteuil;nom
fauteuil_club;fauteuil_club;nom
fauteuils;fauteuil;nom
fauteuils_club;fauteuils_club;nom
fauteur;fauteur;nom
fauteurs;fauteur;nom
fauteuse;fauteur;nom
fautif;fautif;adj
fautifs;fautif;adj
fautive;fautif;adj
fautives;fautif;adj
fautrice;fauteur;nom
fauve;fauve;nom
fauverie;fauverie;nom
fauves;fauve;nom
fauvette;fauvette;nom
fauvettes;fauvette;nom
fauvisme;fauvisme;nom
FAUX;FAUX;adj
faux_bond;faux_bond;nom
faux_bourdon;faux_bourdon;nom
faux_col;faux_col;nom
faux_cul;faux_cul;nom
faux_filet;faux_filet;nom
faux_frère;faux_frère;adj
faux_fuyant;faux_fuyant;nom
faux_fuyant;faux_fuyant;nom
faux_monnayeur;faux_monnayeur;nom
faux_monnayeur;faux_monnayeur;nom
faux_pas;faux_pas;nom
faux_pont;faux_pont;nom
faux_saunier;faux_saunier;nom
faux_semblant;faux_semblant;nom
faux_semblant;faux_semblant;nom
favela;favela;nom
favelas;favela;nom
faveur;faveur;nom
faveurs;faveur;nom
favorable;favorable;adj
favorablement;favorablement;adv
favorables;favorable;adj
favori;favori;adj
favoris;favori;nom
favorisa;favoriser;ver
favorisaient;favoriser;ver
favorisait;favoriser;ver
favorisant;favoriser;ver
favorisât;favoriser;ver
favorise;favoriser;ver
favorisé;favoriser;ver
favorisée;favoriser;ver
favorisées;favoriser;ver
favorisent;favoriser;ver
favoriser;favoriser;ver
favorisera;favoriser;ver
favoriserai;favoriser;ver
favoriseraient;favoriser;ver
favoriserait;favoriser;ver
favorisèrent;favoriser;ver
favorisés;favoriser;ver
favorisez;favoriser;ver
favorite;favori;adj
favorites;favori;adj
favoritisme;favoritisme;nom
fax;fax;nom
faxe;faxer;ver
faxé;faxer;ver
faxer;faxer;ver
faxera;faxer;ver
faxerai;faxer;ver
faxes;faxer;ver
faxés;faxer;ver
faxez;faxer;ver
faxons;faxer;ver
fayard;fayard;nom
fayards;fayard;nom
fayot;fayot;adj
fayotage;fayotage;nom
fayotaient;fayoter;ver
fayotais;fayoter;ver
fayotait;fayoter;ver
fayote;fayoter;ver
fayotée;fayoter;ver
fayoter;fayoter;ver
fayots;fayot;nom
fayotte;fayotter;ver
fazenda;fazenda;nom
féal;féal;adj
féaux;féal;adj
fébrile;fébrile;adj
fébrilement;fébrilement;adv
fébriles;fébrile;adj
fébrilité;fébrilité;nom
fécal;fécal;adj
fécale;fécal;adj
fécales;fécal;adj
fécalome;fécalome;nom
fécaux;fécal;adj
fèces;fèces;nom
fécond;fécond;adj
fécondais;féconder;ver
fécondait;féconder;ver
fécondant;féconder;ver
fécondante;fécondant;adj
fécondateur;fécondateur;nom
fécondation;fécondation;nom
fécondations;fécondation;nom
féconde;fécond;adj
fécondé;féconder;ver
fécondée;féconder;ver
fécondées;féconder;ver
fécondent;féconder;ver
féconder;féconder;ver
féconderai;féconder;ver
féconderait;féconder;ver
fécondes;féconder;ver
fécondés;féconder;ver
fécondez;féconder;ver
fécondité;fécondité;nom
féconds;fécond;adj
fécule;fécule;nom
féculent;féculent;nom
féculents;féculent;nom
fedayin;fedayin;nom
fédéral;fédéral;adj
fédérale;fédéral;adj
fédérales;fédéral;adj
fédéralisme;fédéralisme;nom
fédéraliste;fédéraliste;adj
fédérateur;fédérateur;adj
fédération;fédération;nom
fédérations;fédération;nom
fédérative;fédératif;adj
fédératrice;fédérateur;nom
fédéraux;fédéral;nom
fédéré;fédéré;nom
fédérée;fédéré;adj
fédérées;fédéré;adj
fédérer;fédérer;ver
fédérés;fédéré;nom
fée;fée;nom
feed_back;feed_back;nom
feedback;feedback;nom
feeder;feeder;nom
feeling;feeling;nom
feelings;feeling;nom
féerie;féerie;nom
féeries;féerie;nom
féerique;féerique;adj
féeriquement;féeriquement;adv
féeriques;féerique;adj
fées;fée;nom
feignaient;feindre;ver
feignais;feindre;ver
feignait;feindre;ver
feignant;feignant;adj
feignante;feignant;nom
feignantes;feignant;nom
feignants;feignant;nom
feignasse;feignasse;nom
feignasses;feignasse;nom
feigne;feindre;ver
feignent;feindre;ver
feignez;feindre;ver
feigniez;feindre;ver
feignîmes;feindre;ver
feignirent;feindre;ver
feignis;feindre;ver
feignit;feindre;ver
feignons;feindre;ver
feindra;feindre;ver
feindrai;feindre;ver
feindrait;feindre;ver
feindre;feindre;ver
feins;feindre;ver
feint;feindre;ver
feintait;feinter;ver
feintant;feinter;ver
feinte;feinte;nom
feinté;feinter;ver
feinter;feinter;ver
feinterez;feinter;ver
feintes;feinte;nom
feintés;feinter;ver
feinteur;feinteur;nom
feintise;feintise;nom
feints;feint;adj
fêla;fêler;ver
fêlant;fêler;ver
feld_maréchal;feld_maréchal;nom
feldgrau;feldgrau;nom
feldspath;feldspath;nom
feldwebel;feldwebel;nom
feldwebels;feldwebel;nom
fêle;fêle;nom
fêlé;fêler;ver
fêlée;fêler;ver
fêlées;fêler;ver
fêler;fêler;ver
fêles;fêler;ver
fêlés;fêlé;nom
félibre;félibre;nom
félibres;félibre;nom
félibrige;félibrige;nom
félicita;féliciter;ver
félicitai;féliciter;ver
félicitaient;féliciter;ver
félicitais;féliciter;ver
félicitait;féliciter;ver
félicitâmes;féliciter;ver
félicitant;féliciter;ver
félicitation;félicitation;nom
félicitations;félicitation;nom
félicite;féliciter;ver
félicité;félicité;nom
félicitée;féliciter;ver
félicitent;féliciter;ver
féliciter;féliciter;ver
félicitera;féliciter;ver
féliciterai;féliciter;ver
féliciteraient;féliciter;ver
féliciterais;féliciter;ver
féliciterait;féliciter;ver
féliciteras;féliciter;ver
félicitèrent;féliciter;ver
féliciteriez;féliciter;ver
félicités;féliciter;ver
félicitez;féliciter;ver
félicitiez;féliciter;ver
félicitions;féliciter;ver
félicitons;féliciter;ver
félidé;félidé;nom
félin;félin;nom
féline;félin;adj
félinement;félinement;adv
félines;félin;adj
félinité;félinité;nom
félins;félin;nom
fellaga;fellaga;nom
fellagas;fellaga;nom
fellagha;fellagha;nom
fellaghas;fellagha;nom
fellah;fellah;nom
fellahs;fellah;nom
fellation;fellation;nom
fellationne;fellationner;ver
fellations;fellation;nom
fellinien;fellinien;nom
fellinienne;fellinien;adj
félon;félon;nom
félonie;félonie;nom
félonne;félon;adj
félons;félon;nom
felouque;felouque;nom
felouques;felouque;nom
fêlure;fêlure;nom
fêlures;fêlure;nom
femelle;femelle;nom
femelles;femelle;nom
féminin;féminin;adj
féminine;féminin;adj
féminines;féminin;adj
féminins;féminin;adj
féminisaient;féminiser;ver
féminisation;féminisation;nom
féminisé;féminiser;ver
féminiser;féminiser;ver
féminisme;féminisme;nom
féministe;féministe;adj
féministes;féministe;nom
féminité;féminité;nom
féminités;féminité;nom
féminitude;féminitude;nom
femme;femme;nom
femme_enfant;femme_enfant;nom
femme_fleur;femme_fleur;nom
femme_objet;femme_objet;nom
femme_refuge;femme_refuge;nom
femme_robot;femme_robot;nom
femmelette;femmelette;nom
femmelettes;femmelette;nom
femmes;femme;nom
fémoral;fémoral;adj
fémorale;fémoral;adj
fémorales;fémoral;adj
fémoraux;fémoral;adj
fémur;fémur;nom
fémurs;fémur;nom
fenaison;fenaison;nom
fenaisons;fenaison;nom
fend;fendre;ver
fendaient;fendre;ver
fendais;fendre;ver
fendait;fendre;ver
fendant;fendre;ver
fendants;fendant;adj
fendard;fendard;adj
fende;fendre;ver
fendent;fendre;ver
fendeur;fendeur;nom
fendeurs;fendeur;nom
fendez;fendre;ver
fendillaient;fendiller;ver
fendillait;fendiller;ver
fendille;fendiller;ver
fendillé;fendillé;adj
fendillée;fendiller;ver
fendillées;fendillé;adj
fendillement;fendillement;nom
fendillements;fendillement;nom
fendiller;fendiller;ver
fendillèrent;fendiller;ver
fendillés;fendiller;ver
fendis;fendre;ver
fendissent;fendre;ver
fendit;fendre;ver
fendoir;fendoir;nom
fendons;fendre;ver
fendra;fendre;ver
fendrai;fendre;ver
fendraient;fendre;ver
fendrait;fendre;ver
fendre;fendre;ver
fends;fendre;ver
fendu;fendre;ver
fendue;fendu;adj
fendues;fendu;adj
fendus;fendre;ver
fénelonienne;fénelonien;adj
fenestrages;fenestrage;nom
fenestrelle;fenestrelle;nom
fenêtre;fenêtre;nom
fenêtres;fenêtre;nom
fenians;fenian;nom
fenil;fenil;nom
fenils;fenil;nom
fennec;fennec;nom
fennecs;fennec;nom
fenouil;fenouil;nom
fente;fente;nom
fentes;fente;nom
fenton;fenton;nom
fenugrec;fenugrec;nom
féodal;féodal;adj
féodale;féodal;adj
féodales;féodal;adj
féodalisme;féodalisme;nom
féodalité;féodalité;nom
féodaux;féodal;adj
fer;fer;nom
fer_blanc;fer_blanc;nom
fera;faire;ver_sup
féra;féra;nom
ferai;faire;ver_sup
feraient;faire;ver_sup
ferais;faire;ver_sup
ferait;faire;ver_sup
feras;faire;ver_sup
féras;féra;nom
ferblanterie;ferblanterie;nom
ferblantier;ferblantier;nom
ferblantiers;ferblantier;nom
fère;fer;nom
ferez;faire;ver_sup
feria;feria;nom
féria;féria;nom
ferias;feria;nom
férias;féria;nom
férié;férié;adj
fériés;férié;adj
feriez;faire;ver_sup
ferions;faire;ver_sup
férir;férir;ver
ferlage;ferlage;nom
ferlée;ferler;ver
ferlez;ferler;ver
ferma;fermer;ver
fermage;fermage;nom
fermages;fermage;nom
fermai;fermer;ver
fermaient;fermer;ver
fermais;fermer;ver
fermait;fermer;ver
fermant;fermer;ver
fermât;fermer;ver
ferme;fermer;ver
fermé;fermer;ver
fermée;fermer;ver
fermées;fermer;ver
fermement;fermement;adv
ferment;fermer;ver
fermentaient;fermenter;ver
fermentais;fermenter;ver
fermentait;fermenter;ver
fermentation;fermentation;nom
fermentations;fermentation;nom
fermente;fermenter;ver
fermenté;fermenté;adj
fermentée;fermenté;adj
fermentées;fermenté;adj
fermenter;fermenter;ver
fermentèrent;fermenter;ver
fermentés;fermenté;adj
ferments;ferment;nom
fermer;fermer;ver
fermera;fermer;ver
fermerai;fermer;ver
fermeraient;fermer;ver
fermerais;fermer;ver
fermerait;fermer;ver
fermeras;fermer;ver
fermèrent;fermer;ver
fermerez;fermer;ver
fermeriez;fermer;ver
fermerons;fermer;ver
fermeront;fermer;ver
fermes;fermer;ver
fermés;fermé;adj
fermes_hôtel;fermes_hôtel;nom
fermeté;fermeté;nom
fermette;fermette;nom
fermeture;fermeture;nom
fermetures;fermeture;nom
fermez;fermer;ver
fermi;fermi;nom
fermier;fermier;nom
fermière;fermier;nom
fermières;fermier;nom
fermiers;fermier;nom
fermiez;fermer;ver
fermions;fermer;ver
fermium;fermium;nom
fermoir;fermoir;nom
fermoirs;fermoir;nom
fermons;fermer;ver
féroce;féroce;adj
férocement;férocement;adv
féroces;féroce;adj
férocité;férocité;nom
férocités;férocité;nom
ferons;faire;ver_sup
feront;faire;ver_sup
ferra;ferrer;ver
ferrage;ferrage;nom
ferrages;ferrage;nom
ferrai;ferrer;ver
ferrailla;ferrailler;ver
